时间,开盘,收盘,最高,最低,成交量
2014-12-18,3057.52,3062.8,3089.79,3030.32,43.59
2014-12-19,3108.6,3053.07,3117.53,3018.42,52.11
2014-12-22,3127.44,3129.27,3189.87,3090.51,67.94
2014-12-23,3032.61,3085.08,3136.84,3025.67,43.78
2014-12-24,2972.53,3039.21,3050.51,2934.91,37.68
2014-12-25,3072.54,2992.46,3073.35,2969.87,37.69
2014-12-26,3157.6,3078.01,3164.16,3064.18,46.07
2014-12-29,3168.02,3212.56,3223.86,3126.94,51.01
2014-12-30,3165.81,3160.8,3190.3,3130.35,39.77
2014-12-31,3234.68,3172.6,3239.36,3157.26,40.6
2015-01-05,3350.52,3258.63,3369.28,3253.88,53.14
2015-01-06,3351.45,3330.8,3394.22,3303.18,50.17
2015-01-07,3373.95,3326.65,3374.9,3312.21,39.19
2015-01-08,3293.46,3371.96,3381.57,3285.1,37.11
2015-01-09,3285.41,3276.97,3404.83,3267.51,41.02
2015-01-12,3229.32,3258.21,3275.19,3191.58,32.21
2015-01-13,3235.3,3223.54,3259.39,3214.41,23.07
2015-01-14,3222.44,3242.34,3268.48,3193.98,24.02
2015-01-15,3336.45,3224.07,3337.08,3207.55,28.25
2015-01-16,3376.49,3343.6,3400.32,3340.49,33.99
2015-01-19,3116.35,3189.73,3262.21,3095.07,40.11
2015-01-20,3173.05,3114.56,3190.25,3100.48,35.71
2015-01-21,3323.61,3189.09,3337.0,3178.34,41.1
2015-01-22,3343.34,3327.32,3352.38,3293.98,35.34
2015-01-23,3351.76,3357.1,3406.79,3328.29,36.62
2015-01-26,3383.18,3347.26,3384.8,3321.31,31.75
2015-01-27,3352.96,3389.85,3390.22,3290.22,37.45
2015-01-28,3305.74,3325.72,3354.8,3294.65,30.19
2015-01-29,3262.3,3259.0,3286.79,3234.24,27.47
2015-01-30,3210.36,3273.75,3288.5,3210.31,25.83
2015-02-02,3128.3,3148.14,3175.13,3122.57,25.09
2015-02-03,3204.91,3156.09,3207.94,3129.73,24.82
2015-02-04,3174.13,3212.82,3238.98,3171.14,24.91
2015-02-05,3136.53,3251.21,3251.21,3135.82,30.61
2015-02-06,3075.91,3120.09,3129.54,3052.94,24.68
2015-02-09,3095.12,3063.51,3119.03,3049.11,20.61
2015-02-10,3141.59,3090.49,3142.1,3084.25,19.38
2015-02-11,3157.7,3145.77,3166.42,3139.05,17.28
2015-02-12,3173.42,3157.96,3181.77,3134.24,19.46
2015-02-13,3203.83,3186.81,3237.16,3182.79,26.13
2015-02-16,3222.36,3206.14,3228.85,3195.88,22.38
2015-02-17,3246.91,3230.88,3255.73,3230.77,22.83
2015-02-25,3228.84,3256.48,3257.22,3215.55,23.33
2015-02-26,3298.36,3222.15,3300.62,3202.19,30.13
2015-02-27,3310.3,3296.83,3324.55,3291.01,29.92
2015-03-02,3336.28,3332.72,3336.76,3298.67,34.64
2015-03-03,3263.05,3317.69,3317.69,3260.43,38.2
2015-03-04,3279.53,3264.18,3286.59,3250.48,29.36
2015-03-05,3248.48,3264.08,3266.64,3221.67,32.07
2015-03-06,3241.19,3248.04,3266.93,3234.53,28.29
2015-03-09,3302.41,3224.31,3307.7,3198.37,32.15
2015-03-10,3286.07,3289.08,3309.92,3277.09,28.58
2015-03-11,3290.9,3289.59,3325.05,3278.47,28.3
2015-03-12,3349.32,3314.81,3360.05,3300.49,35.73
2015-03-13,3372.91,3359.49,3391.26,3352.15,32.84
2015-03-16,3449.3,3391.16,3449.3,3377.09,39.91
2015-03-17,3502.85,3469.6,3504.12,3459.69,52.09
2015-03-18,3577.3,3510.5,3577.66,3503.85,54.52
2015-03-19,3582.27,3576.02,3600.68,3546.84,53.73
2015-03-20,3617.32,3587.08,3632.34,3569.38,51.67
2015-03-23,3687.73,3640.1,3688.25,3635.48,53.61
2015-03-24,3691.41,3692.57,3715.87,3600.7,63.96
2015-03-25,3660.73,3680.95,3693.15,3634.56,52.19
2015-03-26,3682.1,3641.94,3707.32,3615.01,48.86
2015-03-27,3691.1,3686.13,3710.48,3656.83,40.89
2015-03-30,3786.57,3710.61,3795.93,3710.61,56.47
2015-03-31,3747.9,3822.99,3835.57,3737.04,56.17
2015-04-01,3810.29,3748.34,3817.08,3742.21,44.75
2015-04-02,3825.78,3827.69,3835.45,3775.89,47.93
2015-04-03,3863.93,3803.38,3864.4,3792.21,47.3
2015-04-07,3961.38,3899.42,3961.67,3891.73,57.04
2015-04-08,3994.81,3976.53,4000.22,3903.65,61.81
2015-04-09,3957.53,4006.13,4016.4,3900.03,58.52
2015-04-10,4034.31,3947.49,4040.35,3929.32,48.43
2015-04-13,4121.71,4072.72,4128.07,4057.29,58.98
2015-04-14,4135.57,4125.78,4168.35,4091.26,61.07
2015-04-15,4084.16,4135.65,4175.49,4069.01,61.3
2015-04-16,4194.82,4055.92,4195.31,4031.24,55.12
2015-04-17,4287.3,4254.72,4317.22,4238.91,70.17
2015-04-20,4217.08,4301.35,4356.0,4190.68,85.71
2015-04-21,4293.62,4212.19,4294.37,4188.57,63.45
2015-04-22,4398.49,4304.6,4400.19,4297.95,68.03
2015-04-23,4414.51,4414.48,4444.41,4358.84,66.73
2015-04-24,4393.69,4355.95,4416.38,4318.12,62.86
2015-04-27,4527.4,4441.93,4529.74,4441.93,67.11
2015-04-28,4476.21,4527.64,4572.39,4432.9,76.77
2015-04-29,4476.62,4446.12,4499.94,4398.64,51.98
2015-04-30,4441.66,4483.01,4507.34,4441.05,52.67
2015-05-04,4480.46,4441.34,4487.57,4387.43,49.42
2015-05-05,4298.71,4479.85,4488.87,4282.24,57.29
2015-05-06,4229.27,4311.64,4376.35,4187.37,48.17
2015-05-07,4112.21,4197.9,4213.76,4108.01,39.46
2015-05-08,4205.92,4152.98,4206.86,4099.04,39.74
2015-05-11,4333.58,4231.27,4334.88,4187.82,48.88
2015-05-12,4401.22,4342.37,4402.31,4317.98,52.19
2015-05-13,4375.76,4402.38,4415.63,4342.48,51.05
2015-05-14,4378.31,4372.82,4397.74,4329.04,44.91
2015-05-15,4308.69,4366.82,4366.82,4278.55,43.97
2015-05-18,4283.49,4277.89,4324.83,4260.51,38.01
2015-05-19,4417.55,4285.78,4418.4,4285.78,43.67
2015-05-20,4446.29,4434.98,4520.54,4432.28,51.41
2015-05-21,4529.42,4456.43,4530.48,4438.26,46.5
2015-05-22,4657.6,4584.98,4658.27,4562.99,65.56
2015-05-25,4813.8,4660.07,4814.67,4656.82,68.25
2015-05-26,4910.9,4854.85,4911.68,4779.08,70.49
2015-05-27,4941.71,4932.85,4958.16,4857.06,68.12
2015-05-28,4620.27,4943.74,4986.5,4614.24,78.3
2015-05-29,4611.74,4603.47,4698.19,4431.56,61.13
2015-06-01,4828.74,4633.1,4829.5,4615.23,59.34
2015-06-02,4910.53,4844.7,4911.57,4797.55,62.37
2015-06-03,4909.98,4924.38,4942.06,4822.44,61.15
2015-06-04,4947.1,4912.95,4947.96,4647.41,67.5
2015-06-05,5023.1,5016.09,5051.63,4898.07,77.22
2015-06-08,5131.88,5045.69,5146.95,4997.48,85.5
2015-06-09,5113.53,5145.98,5147.45,5042.96,72.99
2015-06-10,5106.04,5049.2,5164.16,5001.49,59.7
2015-06-11,5121.59,5101.44,5122.46,5050.76,56.4
2015-06-12,5166.35,5143.34,5178.19,5103.4,62.56
2015-06-15,5062.99,5174.42,5176.79,5048.74,63.78
2015-06-16,4887.43,5004.41,5029.68,4842.1,55.08
2015-06-17,4967.9,4890.55,4983.66,4767.22,53.71
2015-06-18,4785.36,4942.52,4966.77,4780.87,50.74
2015-06-19,4478.36,4689.93,4744.08,4476.5,45.27
2015-06-23,4576.49,4471.61,4577.94,4264.77,47.35
2015-06-24,4690.15,4604.58,4691.77,4552.13,54.3
2015-06-25,4527.78,4711.76,4720.7,4483.55,57.28
2015-06-26,4192.87,4399.93,4456.9,4139.53,56.52
2015-06-29,4053.03,4289.77,4297.47,3875.05,67.38
2015-06-30,4277.22,4006.75,4279.97,3847.88,70.92
2015-07-01,4053.7,4214.15,4317.05,4043.37,59.88
2015-07-02,3912.77,4058.62,4080.39,3795.25,58.6
2015-07-03,3686.92,3793.71,3927.13,3629.56,54.82
2015-07-06,3775.91,3975.21,3975.21,3653.04,83.11
2015-07-07,3727.12,3654.78,3750.57,3585.4,69.88
2015-07-08,3507.19,3467.4,3599.25,3421.53,68.04
2015-07-09,3709.33,3432.45,3748.48,3373.54,65.69
2015-07-10,3877.8,3707.46,3959.22,3677.43,58.64
2015-07-13,3970.39,3918.99,4030.19,3858.64,64.35
2015-07-14,3924.49,3958.37,4035.43,3855.56,67.06
2015-07-15,3805.7,3874.97,3914.27,3741.25,60.13
2015-07-16,3823.18,3758.5,3877.51,3688.44,49.23
2015-07-17,3957.35,3831.42,3994.48,3814.15,48.17
2015-07-20,3992.11,3948.42,4021.33,3927.12,53.91
2015-07-21,4017.67,3939.9,4041.82,3912.8,50.43
2015-07-22,4026.05,3996.43,4042.34,3960.86,52.07
2015-07-23,4123.92,4022.27,4132.61,4019.04,56.36
2015-07-24,4070.91,4124.75,4184.45,4044.83,62.74
2015-07-27,3725.56,3985.57,4051.16,3720.44,55.6
2015-07-28,3663.0,3573.14,3762.53,3537.36,56.33
2015-07-29,3789.17,3689.82,3792.07,3612.06,43.44
2015-07-30,3705.77,3773.79,3844.37,3685.96,45.79
2015-07-31,3663.73,3655.67,3729.51,3620.17,35.1
2015-08-03,3622.91,3614.99,3648.94,3549.5,36.4
2015-08-04,3756.54,3621.85,3757.03,3601.29,36.29
2015-08-05,3694.57,3745.65,3782.35,3676.39,36.64
2015-08-06,3661.54,3625.5,3710.57,3614.74,27.41
2015-08-07,3744.2,3692.61,3756.74,3686.3,34.08
2015-08-10,3928.42,3786.03,3943.62,3775.85,49.73
2015-08-11,3927.91,3928.81,3970.34,3891.18,53.89
2015-08-12,3886.32,3881.23,3937.77,3871.14,44.27
2015-08-13,3954.56,3869.91,3955.79,3838.16,43.01
2015-08-14,3965.33,3976.41,4000.68,3939.84,46.8
2015-08-17,3993.67,3947.84,3994.54,3907.4,46.04
2015-08-18,3748.16,3999.13,4006.34,3743.39,54.38
2015-08-19,3794.11,3646.8,3811.43,3558.38,47.54
2015-08-20,3664.29,3754.57,3788.01,3663.61,39.01
2015-08-21,3507.74,3609.96,3652.84,3490.54,36.99
2015-08-24,3209.91,3373.48,3388.36,3191.88,33.47
2015-08-25,2964.97,3004.13,3123.03,2947.94,35.23
2015-08-26,2927.29,2980.79,3092.04,2850.71,46.67
2015-08-27,3083.59,2978.03,3085.42,2906.49,40.03
2015-08-28,3232.35,3125.26,3235.84,3102.95,44.31
2015-08-31,3205.99,3203.56,3207.86,3109.16,39.74
2015-09-01,3166.62,3157.83,3180.33,3053.74,43.24
2015-09-02,3160.17,3027.68,3194.48,3019.09,43.82
2015-09-07,3080.42,3149.38,3217.58,3066.3,29.65
2015-09-08,3170.45,3054.44,3174.71,3011.12,25.54
2015-09-09,3243.09,3182.55,3256.74,3165.7,37.53
2015-09-10,3197.89,3190.55,3243.28,3178.9,27.33
2015-09-11,3200.23,3189.48,3223.76,3163.45,22.46
2015-09-14,3114.8,3221.17,3229.48,3049.23,34.66
2015-09-15,3005.17,3043.8,3081.7,2983.92,24.92
2015-09-16,3152.26,2998.04,3182.93,2983.54,27.75
2015-09-17,3086.06,3131.98,3204.7,3085.31,31.76
2015-09-18,3097.92,3100.28,3122.05,3070.34,20.92
2015-09-21,3156.54,3072.09,3159.88,3060.86,23.99
2015-09-22,3185.62,3161.32,3213.48,3152.48,27.48
2015-09-23,3115.89,3137.72,3164.04,3104.74,23.63
2015-09-24,3142.69,3126.49,3151.16,3109.69,21.29
2015-09-25,3092.35,3130.85,3149.95,3063.0,23.63
2015-09-28,3100.76,3085.57,3103.07,3042.31,15.67
2015-09-29,3038.14,3055.22,3068.3,3021.16,16.32
2015-09-30,3052.78,3052.84,3073.3,3039.74,14.66
2015-10-08,3143.36,3156.07,3172.28,3133.13,23.43
2015-10-09,3183.15,3146.64,3192.72,3137.79,23.49
2015-10-12,3287.66,3193.54,3318.71,3188.41,38.63
2015-10-13,3293.23,3262.16,3298.63,3253.25,29.72
2015-10-14,3262.44,3280.02,3307.32,3256.25,29.51
2015-10-15,3338.07,3255.03,3338.3,3254.39,31.63
2015-10-16,3391.35,3358.3,3393.02,3334.85,39.55
2015-10-19,3386.7,3401.63,3423.4,3355.57,37.81
2015-10-20,3425.33,3377.55,3425.52,3357.86,31.9
2015-10-21,3320.68,3428.56,3447.26,3265.44,45.85
2015-10-22,3368.74,3292.29,3373.78,3282.99,32.37
2015-10-23,3412.43,3377.55,3422.02,3360.22,34.74
2015-10-26,3429.58,3448.65,3457.52,3402.0,36.56
2015-10-27,3434.34,3409.14,3441.57,3332.62,32.82
2015-10-28,3375.2,3417.01,3439.76,3367.23,29.35
2015-10-29,3387.32,3387.77,3411.71,3362.51,23.57
2015-10-30,3382.56,3380.28,3417.2,3346.59,24.36
2015-11-02,3325.08,3337.58,3391.06,3322.31,23.1
2015-11-03,3316.7,3330.32,3346.27,3302.18,19.29
2015-11-04,3459.64,3325.62,3459.65,3325.62,33.91
2015-11-05,3522.82,3459.22,3585.66,3455.53,55.33
2015-11-06,3590.03,3514.44,3596.38,3508.83,42.92
2015-11-09,3646.88,3588.5,3673.76,3588.5,50.3
2015-11-10,3640.49,3617.4,3669.53,3607.89,42.97
2015-11-11,3650.25,3635.0,3654.88,3605.62,36.1
2015-11-12,3632.9,3656.82,3659.31,3603.23,36.17
2015-11-13,3580.84,3600.76,3632.56,3564.81,34.59
2015-11-16,3606.96,3522.46,3607.61,3519.42,27.62
2015-11-17,3604.8,3629.98,3678.27,3598.07,38.36
2015-11-18,3568.47,3605.06,3617.07,3558.7,29.76
2015-11-19,3617.06,3573.78,3618.21,3561.04,24.79
2015-11-20,3630.5,3620.79,3640.53,3607.92,31.08
2015-11-23,3610.31,3630.87,3654.75,3598.87,31.6
2015-11-24,3616.11,3602.89,3616.48,3563.1,24.88
2015-11-25,3647.93,3614.07,3648.37,3607.52,27.3
2015-11-26,3635.55,3659.57,3668.38,3629.86,30.68
2015-11-27,3436.3,3616.54,3621.9,3412.43,35.43
2015-11-30,3445.4,3433.86,3470.37,3327.81,30.42
2015-12-01,3456.31,3442.44,3483.41,3417.55,25.24
2015-12-02,3536.91,3450.28,3538.85,3427.66,30.15
2015-12-03,3584.82,3525.73,3591.73,3517.23,28.11
2015-12-04,3524.99,3558.15,3568.97,3510.41,25.17
2015-12-07,3536.93,3529.81,3543.95,3506.62,20.83
2015-12-08,3470.07,3518.65,3518.65,3466.79,22.44
2015-12-09,3472.44,3462.58,3495.7,3454.88,19.57
2015-12-10,3455.5,3469.81,3503.65,3446.27,20.04
2015-12-11,3434.58,3441.6,3455.55,3410.92,18.29
2015-12-14,3520.67,3403.51,3521.78,3399.28,21.54
2015-12-15,3510.35,3518.13,3529.96,3496.85,20.05
2015-12-16,3516.19,3522.09,3538.69,3506.29,19.35
2015-12-17,3580.0,3533.63,3583.41,3533.63,28.39
2015-12-18,3578.96,3574.94,3614.7,3568.16,27.37
2015-12-21,3642.47,3568.58,3651.06,3565.75,29.98
2015-12-22,3651.77,3645.99,3652.63,3616.87,26.12
2015-12-23,3636.09,3653.28,3684.57,3633.03,29.82
2015-12-24,3612.49,3631.31,3640.22,3572.28,22.78
2015-12-25,3627.91,3614.05,3635.26,3601.74,19.85
2015-12-28,3533.78,3635.77,3641.59,3533.78,27.0
2015-12-29,3563.74,3528.4,3564.17,3515.52,18.26
2015-12-30,3572.88,3566.73,3573.68,3538.11,18.79
2015-12-31,3539.18,3570.47,3580.6,3538.35,17.7
2016-01-04,3296.26,3536.59,3538.69,3295.74,18.44
2016-01-05,3287.71,3196.65,3328.14,3189.6,26.69
2016-01-06,3361.84,3291.19,3362.97,3288.93,23.89
2016-01-07,3125.0,3309.66,3309.66,3115.89,7.06
2016-01-08,3186.41,3194.63,3235.45,3056.88,28.64
2016-01-11,3016.7,3131.85,3166.22,3016.7,27.16
2016-01-12,3022.86,3026.16,3047.66,2978.46,20.77
2016-01-13,2949.6,3041.11,3059.01,2949.29,19.43
2016-01-14,3007.65,2874.05,3012.29,2867.55,21.29
2016-01-15,2900.97,2988.05,3001.71,2883.87,19.87
2016-01-18,2913.84,2847.54,2945.45,2844.7,16.47
2016-01-19,3007.74,2914.41,3012.07,2906.4,20.53
2016-01-20,2976.69,2993.01,3016.28,2951.92,21.65
2016-01-21,2880.48,2934.39,2998.79,2880.08,19.17
2016-01-22,2916.56,2911.11,2931.36,2851.73,15.98
2016-01-25,2938.51,2934.08,2955.78,2911.83,15.3
2016-01-26,2749.79,2907.72,2911.99,2743.84,21.08
2016-01-27,2735.56,2756.08,2768.77,2638.3,21.57
2016-01-28,2655.66,2711.16,2740.54,2647.49,17.11
2016-01-29,2737.6,2652.85,2755.37,2649.79,18.67
2016-02-01,2688.85,2730.98,2735.26,2655.62,15.64
2016-02-02,2749.57,2687.98,2755.16,2687.98,15.81
2016-02-03,2739.25,2719.57,2746.07,2696.88,14.84
2016-02-04,2781.02,2751.43,2793.3,2751.31,17.04
2016-02-05,2763.49,2783.08,2790.06,2762.16,14.12
2016-02-15,2746.2,2684.96,2760.36,2682.09,12.93
2016-02-16,2836.57,2758.58,2840.62,2758.58,19.6
2016-02-17,2867.34,2829.76,2868.7,2824.36,21.69
2016-02-18,2862.89,2881.78,2893.21,2857.7,21.92
2016-02-19,2860.02,2854.9,2872.72,2840.49,16.34
2016-02-22,2927.18,2888.6,2933.96,2880.35,23.22
2016-02-23,2903.33,2925.71,2928.05,2872.28,19.97
2016-02-24,2928.9,2889.88,2929.87,2872.27,21.34
2016-02-25,2741.25,2922.24,2922.24,2729.85,27.03
2016-02-26,2767.21,2760.06,2784.75,2715.87,19.11
2016-02-29,2687.98,2754.81,2755.89,2638.96,20.74
2016-03-01,2733.17,2688.38,2747.56,2668.76,18.72
2016-03-02,2849.68,2733.77,2852.7,2732.54,27.1
2016-03-03,2859.76,2847.33,2878.45,2840.87,28.75
2016-03-04,2874.15,2848.54,2880.37,2808.85,31.25
2016-03-07,2897.34,2886.64,2911.84,2871.35,21.75
2016-03-08,2901.39,2895.67,2902.62,2802.56,23.35
2016-03-09,2862.56,2839.41,2863.01,2811.72,18.34
2016-03-10,2804.73,2847.57,2863.18,2803.48,13.9
2016-03-11,2810.31,2781.6,2815.61,2772.55,12.72
2016-03-14,2859.5,2830.08,2889.82,2823.03,19.48
2016-03-15,2864.37,2853.98,2865.79,2819.79,16.34
2016-03-16,2870.43,2858.71,2881.53,2854.19,18.65
2016-03-17,2904.83,2875.41,2921.0,2857.19,20.03
2016-03-18,2955.15,2915.52,2971.55,2908.74,31.33
2016-03-21,3018.8,2978.46,3028.32,2973.76,35.24
2016-03-22,2999.36,3001.63,3019.1,2988.43,27.04
2016-03-23,3009.96,2991.17,3012.56,2980.86,21.7
2016-03-24,2960.97,2986.8,2998.15,2960.54,23.7
2016-03-25,2979.43,2956.2,2981.41,2952.11,17.51
2016-03-28,2957.82,2988.01,3008.17,2948.53,20.2
2016-03-29,2919.83,2956.71,2962.2,2905.25,18.3
2016-03-30,3000.64,2941.22,3001.11,2941.22,21.04
2016-03-31,3003.92,3009.37,3023.41,2992.92,22.04
2016-04-01,3009.53,2997.09,3009.67,2956.25,20.65
2016-04-05,3053.07,3000.94,3057.33,2993.15,25.67
2016-04-06,3050.59,3039.74,3059.79,3029.0,23.23
2016-04-07,3008.42,3058.34,3062.36,3007.06,22.09
2016-04-08,2984.96,2988.2,2996.17,2960.46,18.79
2016-04-11,3033.96,3006.91,3048.98,3006.91,22.0
2016-04-12,3023.65,3031.3,3036.82,3001.32,18.27
2016-04-13,3066.64,3041.36,3097.16,3041.36,31.0
2016-04-14,3082.36,3080.09,3086.7,3056.99,20.82
2016-04-15,3078.12,3085.03,3089.95,3066.87,18.96
2016-04-18,3033.66,3058.46,3058.46,3022.97,18.33
2016-04-19,3042.82,3047.13,3054.5,3024.9,15.65
2016-04-20,2972.58,3050.38,3055.69,2905.05,28.31
2016-04-21,2952.89,2954.37,2990.67,2943.46,18.94
2016-04-22,2959.24,2933.03,2960.21,2926.78,13.72
2016-04-25,2946.67,2949.97,2954.09,2917.02,12.59
2016-04-26,2964.7,2944.72,2965.43,2933.97,11.77
2016-04-27,2953.67,2967.19,2976.02,2949.43,13.09
2016-04-28,2945.59,2955.74,2959.51,2916.37,13.87
2016-04-29,2938.32,2935.38,2950.58,2930.36,10.93
2016-05-03,2992.64,2940.39,2993.53,2929.81,16.87
2016-05-04,2991.27,2983.03,3004.42,2978.33,16.54
2016-05-05,2997.84,2987.02,2999.12,2977.2,14.48
2016-05-06,2913.25,2998.4,3003.59,2913.04,20.68
2016-05-09,2832.11,2896.16,2896.16,2821.83,18.04
2016-05-10,2832.59,2822.33,2845.24,2820.16,12.08
2016-05-11,2837.04,2843.54,2857.25,2818.7,13.58
2016-05-12,2835.86,2812.11,2839.28,2781.24,13.63
2016-05-13,2827.11,2828.46,2850.09,2814.11,11.43
2016-05-16,2850.86,2816.78,2851.23,2804.99,11.47
2016-05-17,2843.68,2850.93,2860.32,2832.46,12.34
2016-05-18,2807.51,2828.18,2828.26,2781.42,14.05
2016-05-19,2806.91,2802.31,2829.4,2801.55,11.16
2016-05-20,2825.48,2792.89,2825.95,2785.08,10.87
2016-05-23,2843.64,2826.31,2848.07,2826.26,12.05
2016-05-24,2821.67,2839.68,2839.7,2807.19,11.15
2016-05-25,2815.09,2835.03,2843.16,2807.75,10.35
2016-05-26,2822.44,2813.54,2827.09,2780.76,11.48
2016-05-27,2821.05,2817.97,2832.8,2809.8,10.98
2016-05-30,2822.45,2814.65,2830.97,2794.66,10.63
2016-05-31,2916.62,2822.59,2917.14,2822.59,21.53
2016-06-01,2913.51,2917.15,2929.08,2909.51,18.84
2016-06-02,2925.23,2911.22,2925.67,2906.52,15.97
2016-06-03,2938.68,2929.79,2945.52,2915.18,17.2
2016-06-06,2934.1,2940.99,2945.94,2922.28,14.2
2016-06-07,2936.04,2936.28,2938.44,2923.5,13.3
2016-06-08,2927.16,2932.38,2937.99,2908.37,14.3
2016-06-13,2833.07,2897.27,2911.16,2832.51,16.93
2016-06-14,2842.19,2824.23,2843.46,2822.06,11.98
2016-06-15,2887.21,2814.69,2894.26,2811.78,16.67
2016-06-16,2872.82,2878.4,2887.74,2865.39,17.39
2016-06-17,2885.11,2873.01,2900.3,2872.18,17.15
2016-06-20,2888.81,2887.64,2891.66,2864.02,13.66
2016-06-21,2878.56,2898.38,2919.3,2869.18,16.44
2016-06-22,2905.55,2872.73,2905.98,2869.51,13.06
2016-06-23,2891.96,2902.4,2904.11,2878.66,13.61
2016-06-24,2854.29,2883.76,2899.57,2807.6,19.08
2016-06-27,2895.7,2840.56,2895.73,2840.28,15.67
2016-06-28,2912.56,2885.01,2913.58,2878.82,17.39
2016-06-29,2931.59,2918.53,2934.0,2915.06,19.32
2016-06-30,2929.61,2931.48,2938.14,2922.31,15.45
2016-07-01,2932.48,2931.8,2944.99,2925.81,14.12
2016-07-04,2988.6,2924.29,2992.5,2922.52,22.2
2016-07-05,3006.39,2991.75,3010.28,2990.64,23.52
2016-07-06,3017.29,2998.52,3017.65,2984.83,21.24
2016-07-07,3016.85,3009.35,3024.11,2994.64,22.27
2016-07-08,2988.09,3000.33,3001.55,2983.88,16.9
2016-07-11,2994.92,2993.75,3022.94,2990.91,22.43
2016-07-12,3049.38,2992.52,3049.68,2984.42,25.95
2016-07-13,3060.69,3049.51,3069.05,3048.2,25.37
2016-07-14,3054.02,3054.97,3057.05,3036.52,18.02
2016-07-15,3054.3,3056.68,3062.68,3044.54,17.29
2016-07-18,3043.56,3047.64,3058.32,3031.64,17.75
2016-07-19,3036.6,3040.23,3043.6,3014.29,15.54
2016-07-20,3027.9,3034.71,3043.0,3022.63,13.82
2016-07-21,3039.01,3027.6,3053.33,3027.37,16.38
2016-07-22,3012.82,3038.12,3039.27,3007.46,16.2
2016-07-25,3015.83,3008.09,3027.12,3003.29,14.42
2016-07-26,3050.17,3014.04,3050.61,3013.8,15.67
2016-07-27,2992.0,3050.37,3057.42,2939.23,28.02
2016-07-28,2994.32,2980.5,3003.36,2968.18,19.06
2016-07-29,2979.34,2992.54,3000.05,2972.92,15.01
2016-08-01,2953.39,2971.95,2972.88,2931.96,14.74
2016-08-02,2971.28,2950.08,2971.28,2946.64,11.55
2016-08-03,2978.46,2963.21,2981.16,2956.79,14.11
2016-08-04,2982.43,2976.41,2982.86,2958.93,13.39
2016-08-05,2976.7,2978.78,2991.68,2971.56,14.19
2016-08-08,3004.28,2972.62,3004.72,2959.05,15.57
2016-08-09,3025.68,3001.31,3025.91,2998.68,17.0
2016-08-10,3018.75,3023.47,3033.2,3017.09,16.47
2016-08-11,3002.64,3013.68,3038.05,3001.17,16.19
2016-08-12,3050.67,3000.27,3051.05,2999.04,16.82
2016-08-15,3125.2,3056.48,3137.48,3053.87,29.76
2016-08-16,3110.04,3130.53,3140.44,3102.07,27.83
2016-08-17,3109.55,3106.99,3114.25,3090.28,21.38
2016-08-18,3104.11,3107.75,3125.58,3093.32,22.94
2016-08-19,3108.1,3100.39,3113.34,3082.77,19.43
2016-08-22,3084.81,3107.38,3112.74,3083.59,18.54
2016-08-23,3089.71,3081.57,3101.11,3073.53,16.14
2016-08-24,3085.88,3092.02,3097.15,3079.55,14.57
2016-08-25,3068.33,3073.44,3073.44,3041.51,17.4
2016-08-26,3070.31,3069.85,3087.65,3063.89,14.97
2016-08-29,3070.03,3068.46,3074.94,3058.79,14.45
2016-08-30,3074.68,3071.44,3082.99,3065.97,14.04
2016-08-31,3085.49,3072.92,3087.7,3063.4,14.14
2016-09-01,3063.31,3083.96,3088.7,3062.88,15.52
2016-09-02,3067.35,3057.49,3072.53,3050.49,15.04
2016-09-05,3072.1,3070.71,3085.49,3065.33,14.5
2016-09-06,3090.71,3071.06,3095.51,3053.19,17.29
2016-09-07,3091.93,3091.33,3105.68,3087.88,18.7
2016-09-08,3095.95,3089.95,3096.78,3083.9,14.59
2016-09-09,3078.85,3095.43,3101.79,3078.22,16.07
2016-09-12,3021.98,3037.51,3040.95,2999.93,20.6
2016-09-13,3023.51,3025.03,3029.72,3008.74,13.54
2016-09-14,3002.85,3008.9,3017.94,2995.42,13.34
2016-09-19,3026.05,3005.32,3026.65,3005.32,11.92
2016-09-20,3023.0,3027.17,3027.82,3015.88,11.89
2016-09-21,3025.87,3021.58,3032.45,3017.54,11.57
2016-09-22,3042.31,3038.42,3054.44,3035.07,13.93
2016-09-23,3033.9,3044.79,3046.8,3032.8,12.56
2016-09-26,2980.43,3028.24,3028.24,2980.12,14.43
2016-09-27,2998.17,2974.59,2998.23,2969.13,12.17
2016-09-28,2987.86,3000.7,3000.7,2984.32,10.46
2016-09-29,2998.48,2992.17,3009.2,2991.91,11.32
2016-09-30,3004.7,2994.25,3009.2,2993.06,10.13
2016-10-10,3048.14,3020.46,3048.24,3014.62,16.01
2016-10-11,3065.25,3051.62,3066.1,3048.02,16.73
2016-10-12,3058.5,3057.32,3060.51,3048.89,14.25
2016-10-13,3061.35,3057.97,3065.0,3052.64,15.48
2016-10-14,3063.81,3056.99,3064.79,3043.18,15.54
2016-10-17,3041.17,3064.69,3068.81,3033.75,16.37
2016-10-18,3083.88,3037.4,3084.19,3037.4,18.2
2016-10-19,3084.72,3085.75,3096.22,3076.77,18.25
2016-10-20,3084.46,3084.91,3089.68,3076.29,16.07
2016-10-21,3090.94,3081.39,3101.85,3069.27,18.74
2016-10-24,3128.25,3092.05,3137.03,3090.79,24.05
2016-10-25,3131.94,3127.97,3132.5,3121.05,20.34
