时间,开盘,收盘,最高,最低,成交量
2016-10-26,3116.31,3129.84,3129.84,3110.39,19.17
2016-10-27,3112.35,3112.6,3114.76,3100.39,15.8
2016-10-28,3104.27,3111.7,3128.64,3101.24,18.18
2016-10-31,3100.49,3097.19,3102.3,3081.07,15.15
2016-11-01,3122.44,3101.66,3122.61,3097.04,16.02
2016-11-02,3102.73,3115.73,3118.98,3099.82,18.27
2016-11-03,3128.94,3096.76,3140.93,3094.1,22.3
2016-11-04,3125.32,3126.35,3141.33,3119.54,19.77
2016-11-07,3133.33,3124.89,3139.2,3117.1,17.94
2016-11-08,3147.89,3140.94,3156.88,3134.95,19.08
2016-11-09,3128.37,3146.08,3146.95,3096.95,24.11
2016-11-10,3171.28,3148.54,3172.31,3148.54,24.42
2016-11-11,3196.04,3169.4,3202.74,3166.07,31.09
2016-11-14,3210.37,3187.71,3221.46,3186.8,32.96
2016-11-15,3206.99,3209.95,3214.29,3195.04,24.09
2016-11-16,3205.06,3208.5,3210.89,3195.41,22.18
2016-11-17,3208.45,3198.5,3211.05,3187.21,21.42
2016-11-18,3192.86,3207.19,3212.39,3187.5,20.98
2016-11-21,3218.15,3188.5,3229.76,3188.28,23.07
2016-11-22,3248.35,3220.98,3249.68,3220.98,26.16
2016-11-23,3241.14,3247.94,3262.88,3231.59,25.0
2016-11-24,3241.74,3237.43,3257.86,3232.87,23.23
2016-11-25,3261.94,3241.24,3262.44,3209.6,23.39
2016-11-28,3277.0,3270.05,3288.34,3267.67,28.16
2016-11-29,3282.92,3269.23,3301.21,3263.4,32.08
2016-11-30,3250.03,3272.14,3277.27,3239.52,24.36
2016-12-01,3273.31,3257.03,3279.67,3256.26,23.78
2016-12-02,3243.84,3270.12,3279.71,3235.28,25.96
2016-12-05,3204.71,3203.78,3219.52,3194.88,22.3
2016-12-06,3199.65,3202.03,3215.31,3196.52,15.76
2016-12-07,3222.24,3198.47,3222.43,3189.49,16.91
2016-12-08,3215.37,3225.55,3228.12,3211.47,17.07
2016-12-09,3232.88,3209.34,3244.8,3207.04,20.4
2016-12-12,3152.97,3233.67,3245.09,3149.9,27.47
2016-12-13,3155.04,3138.99,3162.5,3118.71,18.52
2016-12-14,3140.53,3149.38,3170.02,3136.35,20.14
2016-12-15,3117.68,3125.76,3138.78,3100.91,19.0
2016-12-16,3122.98,3111.51,3128.87,3106.35,16.5
2016-12-19,3118.08,3120.7,3125.28,3110.08,15.42
2016-12-20,3102.88,3115.9,3117.01,3084.8,15.74
2016-12-21,3137.43,3107.24,3140.25,3107.24,18.67
2016-12-22,3139.56,3132.16,3143.17,3126.89,16.78
2016-12-23,3110.15,3134.93,3138.4,3103.75,16.62
2016-12-26,3122.57,3095.58,3122.88,3068.41,15.26
2016-12-27,3114.66,3117.39,3127.88,3113.75,14.15
2016-12-28,3102.24,3113.77,3118.78,3094.55,13.57
2016-12-29,3096.1,3095.84,3111.8,3087.34,13.26
2016-12-30,3103.64,3097.35,3108.84,3089.99,13.33
2017-01-03,3135.92,3105.31,3136.46,3105.31,14.16
2017-01-04,3158.79,3133.79,3160.1,3130.11,16.79
2017-01-05,3165.41,3157.91,3168.5,3154.28,17.47
2017-01-06,3154.32,3163.78,3172.03,3153.03,18.37
2017-01-09,3171.24,3148.53,3173.14,3147.74,17.17
2017-01-10,3161.67,3167.57,3174.58,3157.33,17.98
2017-01-11,3136.75,3156.69,3167.03,3136.27,17.84
2017-01-12,3119.29,3133.6,3144.97,3115.98,14.89
2017-01-13,3112.76,3116.08,3130.51,3102.16,15.63
2017-01-16,3103.43,3104.49,3105.14,3044.29,25.79
2017-01-17,3108.77,3087.03,3108.91,3072.34,13.62
2017-01-18,3113.01,3104.77,3123.72,3098.59,13.18
2017-01-19,3101.3,3104.97,3115.78,3094.01,12.39
2017-01-20,3123.14,3095.82,3125.66,3095.21,12.24
2017-01-23,3136.77,3125.42,3145.84,3125.42,13.27
2017-01-24,3142.55,3134.59,3149.53,3131.22,12.6
2017-01-25,3149.55,3137.65,3151.47,3133.19,11.21
2017-01-26,3159.17,3149.22,3163.1,3148.91,11.39
2017-02-03,3140.17,3160.08,3162.68,3136.01,9.22
2017-02-06,3156.98,3143.09,3158.84,3135.39,12.72
2017-02-07,3153.09,3154.4,3159.54,3140.04,12.83
2017-02-08,3166.98,3148.09,3167.45,3132.03,14.49
2017-02-09,3183.18,3164.69,3186.84,3162.57,19.16
2017-02-10,3196.7,3183.01,3205.05,3182.8,23.93
2017-02-13,3216.84,3198.99,3219.41,3198.99,22.02
2017-02-14,3217.93,3216.14,3219.4,3205.29,18.88
2017-02-15,3212.99,3215.46,3236.0,3206.56,24.15
2017-02-16,3229.62,3210.36,3230.28,3207.79,21.7
2017-02-17,3202.08,3227.71,3238.4,3199.42,22.62
2017-02-20,3239.96,3198.96,3241.46,3198.96,23.22
2017-02-21,3253.33,3242.22,3254.34,3239.88,21.17
2017-02-22,3261.22,3252.69,3261.38,3243.84,20.75
2017-02-23,3251.38,3258.83,3264.08,3236.35,20.92
2017-02-24,3253.43,3246.86,3253.96,3233.53,18.64
2017-02-27,3228.66,3249.19,3251.65,3224.09,18.26
2017-02-28,3241.73,3225.97,3242.68,3225.97,15.12
2017-03-01,3246.93,3240.07,3259.98,3237.87,19.07
2017-03-02,3230.03,3250.52,3256.81,3228.66,18.12
2017-03-03,3218.31,3219.2,3221.16,3206.61,15.71
2017-03-06,3233.87,3217.33,3234.66,3215.07,15.61
2017-03-07,3242.41,3233.09,3242.66,3226.82,16.41
2017-03-08,3240.66,3240.53,3245.3,3230.61,16.07
2017-03-09,3216.75,3233.7,3233.87,3205.28,16.74
2017-03-10,3212.76,3213.73,3222.32,3208.45,13.67
2017-03-13,3237.02,3209.45,3237.12,3193.16,16.37
2017-03-14,3239.33,3235.25,3246.33,3231.52,14.69
2017-03-15,3241.76,3235.4,3243.71,3227.74,14.41
2017-03-16,3268.94,3247.16,3269.77,3247.16,18.94
2017-03-17,3237.45,3271.87,3274.19,3232.28,20.06
2017-03-20,3250.81,3241.11,3251.13,3228.12,17.05
2017-03-21,3261.61,3250.25,3262.22,3246.7,16.27
2017-03-22,3245.22,3246.22,3255.78,3229.13,18.97
2017-03-23,3248.55,3245.81,3262.09,3221.93,19.3
2017-03-24,3269.45,3247.35,3275.21,3241.12,21.98
2017-03-27,3266.96,3268.92,3283.24,3262.12,20.19
2017-03-28,3252.95,3265.63,3265.63,3246.09,16.17
2017-03-29,3241.31,3252.87,3262.1,3233.28,21.61
2017-03-30,3210.24,3235.14,3240.02,3195.85,24.71
2017-03-31,3222.51,3206.25,3226.25,3205.54,19.64
2017-04-05,3270.31,3235.66,3270.65,3233.24,24.83
2017-04-06,3281.0,3272.19,3286.67,3265.76,24.53
2017-04-07,3286.62,3280.62,3295.19,3275.05,23.61
2017-04-10,3269.39,3285.46,3285.46,3265.01,23.27
2017-04-11,3288.97,3266.22,3290.39,3244.4,28.13
2017-04-12,3273.83,3283.84,3284.93,3262.28,26.94
2017-04-13,3275.96,3265.22,3281.14,3261.49,20.73
2017-04-14,3246.07,3276.14,3276.71,3238.9,21.45
2017-04-17,3222.17,3229.95,3229.95,3199.91,21.27
2017-04-18,3196.71,3215.4,3225.05,3196.49,18.87
2017-04-19,3170.69,3184.67,3189.44,3147.07,21.32
2017-04-20,3172.1,3165.66,3178.18,3148.18,19.09
2017-04-21,3173.15,3170.29,3180.79,3158.63,16.48
2017-04-24,3129.53,3164.25,3164.25,3111.21,18.63
2017-04-25,3134.57,3123.89,3145.27,3117.45,15.34
2017-04-26,3140.85,3132.92,3152.95,3131.42,16.99
2017-04-27,3152.19,3131.35,3155.0,3097.33,21.18
2017-04-28,3154.66,3144.02,3154.73,3136.58,16.29
2017-05-02,3143.71,3147.23,3154.78,3136.54,15.42
2017-05-03,3135.35,3138.31,3148.29,3123.75,16.38
2017-05-04,3127.37,3127.11,3143.82,3111.39,17.8
2017-05-05,3103.04,3114.77,3117.61,3092.09,17.62
2017-05-08,3078.61,3090.07,3093.45,3067.69,18.05
2017-05-09,3080.53,3064.85,3084.21,3056.56,13.51
2017-05-10,3052.78,3078.17,3090.82,3051.59,16.08
2017-05-11,3061.5,3036.79,3063.56,3016.53,19.13
2017-05-12,3083.51,3054.11,3090.49,3051.87,15.97
2017-05-15,3090.23,3085.93,3098.91,3085.93,13.57
2017-05-16,3112.96,3082.87,3113.51,3060.53,17.38
2017-05-17,3104.44,3107.8,3119.58,3101.3,16.87
2017-05-18,3090.14,3082.33,3103.44,3077.96,14.86
2017-05-19,3090.63,3086.71,3095.48,3081.28,12.96
2017-05-22,3075.68,3087.17,3103.94,3063.15,15.37
2017-05-23,3061.95,3069.39,3084.24,3050.84,17.83
2017-05-24,3064.08,3047.57,3064.81,3022.3,13.98
2017-05-25,3107.83,3055.34,3114.66,3052.83,19.14
2017-05-26,3110.06,3101.29,3120.66,3100.39,15.59
2017-05-31,3117.18,3125.33,3143.28,3111.56,15.29
2017-06-01,3102.62,3108.42,3113.52,3097.68,16.3
2017-06-02,3105.54,3094.23,3110.39,3081.85,14.25
2017-06-05,3091.66,3102.11,3105.51,3084.83,13.26
2017-06-06,3102.13,3084.54,3102.86,3078.79,11.34
2017-06-07,3140.32,3101.76,3140.77,3098.95,17.32
2017-06-08,3150.33,3136.47,3153.26,3132.83,15.23
2017-06-09,3158.4,3147.45,3165.92,3146.11,16.01
2017-06-12,3139.88,3149.53,3164.95,3135.31,14.67
2017-06-13,3153.74,3134.01,3155.99,3131.04,12.83
2017-06-14,3130.67,3146.75,3149.17,3125.35,13.83
2017-06-15,3132.49,3125.59,3137.59,3117.08,14.7
2017-06-16,3123.17,3126.37,3134.25,3117.86,12.97
2017-06-19,3144.37,3122.16,3146.77,3121.78,13.49
2017-06-20,3140.01,3148.02,3150.46,3134.61,14.12
2017-06-21,3156.21,3148.99,3157.03,3132.62,13.67
2017-06-22,3147.45,3152.24,3186.98,3146.64,19.13
2017-06-23,3157.87,3138.44,3158.05,3118.09,15.48
2017-06-26,3185.44,3157.0,3187.89,3156.98,17.36
2017-06-27,3191.2,3183.42,3193.46,3172.46,14.82
2017-06-28,3173.2,3183.63,3193.44,3170.79,14.65
2017-06-29,3188.06,3174.98,3188.77,3174.28,12.88
2017-06-30,3192.43,3176.95,3193.24,3171.57,12.15
2017-07-03,3195.91,3192.0,3196.29,3177.02,14.03
2017-07-04,3182.8,3192.89,3193.06,3174.31,14.11
2017-07-05,3207.13,3179.22,3207.31,3174.71,14.83
2017-07-06,3212.44,3203.86,3215.95,3188.77,17.58
2017-07-07,3217.96,3203.82,3219.52,3195.29,17.67
2017-07-10,3212.63,3208.46,3223.34,3203.21,19.89
2017-07-11,3203.04,3201.52,3226.91,3199.22,18.78
2017-07-12,3197.54,3201.93,3215.2,3177.93,18.69
2017-07-13,3218.16,3192.36,3219.27,3190.34,19.53
2017-07-14,3222.42,3212.03,3222.98,3204.85,16.01
2017-07-17,3176.46,3219.79,3230.35,3139.5,26.62
2017-07-18,3187.57,3159.73,3187.67,3150.13,19.06
2017-07-19,3230.98,3181.4,3232.94,3179.73,27.24
2017-07-20,3244.86,3227.51,3246.24,3225.43,23.21
2017-07-21,3237.98,3236.59,3247.71,3231.96,20.6
2017-07-24,3250.6,3230.9,3261.1,3230.07,23.31
2017-07-25,3243.69,3249.14,3261.65,3233.14,20.56
2017-07-26,3247.67,3244.46,3264.85,3228.04,21.35
2017-07-27,3249.78,3243.76,3251.93,3220.64,22.85
2017-07-28,3253.24,3240.17,3256.37,3232.96,18.22
2017-07-31,3273.03,3252.75,3276.95,3251.19,24.6
2017-08-01,3292.64,3274.37,3292.64,3273.5,23.72
2017-08-02,3285.06,3288.52,3305.43,3282.04,26.67
2017-08-03,3272.93,3279.99,3293.37,3262.16,23.33
2017-08-04,3262.08,3269.32,3287.19,3261.31,27.59
2017-08-07,3279.46,3257.67,3280.1,3243.72,23.12
2017-08-08,3281.87,3277.19,3285.48,3269.66,25.2
2017-08-09,3275.57,3277.81,3277.94,3263.85,23.56
2017-08-10,3261.75,3269.73,3282.52,3236.18,24.07
2017-08-11,3208.54,3237.92,3245.12,3200.75,26.3
2017-08-14,3237.36,3206.04,3240.05,3206.04,19.03
2017-08-15,3251.26,3235.23,3263.59,3235.1,18.23
2017-08-16,3246.45,3247.85,3248.78,3228.87,17.69
2017-08-17,3268.43,3253.85,3269.14,3251.46,20.36
2017-08-18,3268.72,3253.24,3275.08,3248.08,19.11
2017-08-21,3286.91,3274.58,3287.52,3270.48,18.61
2017-08-22,3290.23,3287.61,3293.48,3274.94,18.65
2017-08-23,3287.7,3283.8,3299.46,3274.44,17.98
2017-08-24,3271.51,3287.96,3297.99,3266.36,16.35
2017-08-25,3331.52,3271.46,3331.91,3271.46,20.58
2017-08-28,3362.65,3336.13,3375.03,3336.13,25.75
2017-08-29,3365.23,3362.06,3374.59,3354.46,21.95
2017-08-30,3363.63,3361.82,3376.65,3357.08,24.69
2017-08-31,3360.81,3361.46,3367.36,3340.69,23.44
2017-09-01,3367.12,3365.99,3381.93,3358.47,28.25
2017-09-04,3379.58,3369.72,3381.4,3359.13,26.74
2017-09-05,3384.32,3377.2,3390.82,3371.57,21.66
2017-09-06,3385.39,3372.43,3391.01,3364.76,22.91
2017-09-07,3365.5,3383.63,3387.8,3363.18,22.11
2017-09-08,3365.24,3364.43,3380.89,3353.69,19.84
2017-09-11,3376.42,3365.35,3384.81,3360.05,21.9
2017-09-12,3379.49,3381.49,3391.07,3370.85,27.29
2017-09-13,3384.15,3374.72,3387.14,3366.54,19.46
2017-09-14,3371.43,3383.47,3391.64,3361.33,22.13
2017-09-15,3353.62,3365.15,3365.53,3345.33,21.98
2017-09-18,3362.86,3352.51,3371.75,3352.51,19.03
2017-09-19,3356.84,3365.53,3370.4,3344.71,19.11
2017-09-20,3366.0,3352.18,3370.1,3346.54,19.22
2017-09-21,3357.81,3364.7,3377.88,3356.88,19.74
2017-09-22,3352.53,3347.16,3356.45,3334.98,17.92
2017-09-25,3341.55,3344.59,3350.96,3334.94,16.96
2017-09-26,3343.58,3336.35,3347.16,3332.6,13.26
2017-09-27,3345.27,3340.82,3349.69,3340.3,14.31
2017-09-28,3339.64,3343.84,3344.6,3336.18,14.94
2017-09-29,3348.94,3340.31,3357.02,3340.31,14.49
2017-10-09,3374.38,3403.25,3410.17,3366.97,19.17
2017-10-10,3382.99,3373.34,3384.03,3358.8,17.94
2017-10-11,3388.28,3381.49,3395.78,3379.16,18.15
2017-10-12,3386.1,3385.53,3390.2,3372.53,16.18
2017-10-13,3390.52,3384.49,3395.75,3383.24,14.0
2017-10-16,3378.47,3393.21,3400.51,3374.77,17.43
2017-10-17,3372.04,3373.23,3382.41,3365.56,12.54
2017-10-18,3381.79,3373.53,3383.23,3371.92,15.72
2017-10-19,3370.17,3374.64,3378.74,3359.63,15.85
2017-10-20,3378.65,3363.51,3379.77,3360.1,12.72
2017-10-23,3380.7,3382.28,3385.29,3374.7,13.08
2017-10-24,3388.25,3376.6,3388.69,3374.12,13.99
2017-10-25,3396.9,3384.86,3398.3,3382.03,12.31
2017-10-26,3407.57,3397.52,3414.24,3391.45,18.38
2017-10-27,3416.81,3404.5,3421.1,3402.11,17.03
2017-10-30,3390.34,3413.87,3419.73,3357.28,20.83
2017-10-31,3393.34,3381.0,3397.1,3376.12,15.35
2017-11-01,3395.91,3393.97,3410.35,3388.6,18.06
2017-11-02,3383.31,3391.65,3391.65,3372.21,16.69
2017-11-03,3371.74,3377.74,3380.57,3347.36,17.27
2017-11-06,3388.17,3369.68,3389.38,3356.53,15.46
2017-11-07,3413.57,3389.47,3415.15,3387.95,19.06
2017-11-08,3415.46,3409.15,3434.49,3404.88,18.54
2017-11-09,3427.79,3410.67,3428.77,3408.62,15.86
2017-11-10,3432.67,3423.18,3438.79,3414.33,18.93
2017-11-13,3447.84,3435.18,3449.16,3435.08,20.54
2017-11-14,3429.55,3446.55,3450.49,3419.69,19.65
2017-11-15,3402.52,3416.21,3423.75,3396.38,16.88
2017-11-16,3399.25,3393.19,3409.65,3390.59,15.67
2017-11-17,3382.91,3392.68,3403.29,3373.3,24.95
2017-11-20,3392.4,3361.36,3393.11,3337.12,17.65
2017-11-21,3410.5,3382.36,3419.8,3377.6,19.69
2017-11-22,3430.46,3417.33,3442.18,3404.29,21.36
2017-11-23,3351.92,3425.01,3429.42,3342.33,21.53
2017-11-24,3353.82,3340.38,3360.75,3328.33,15.96
2017-11-27,3322.23,3346.66,3347.05,3315.26,16.64
2017-11-28,3333.66,3311.23,3333.8,3300.78,13.82
2017-11-29,3337.86,3335.57,3343.06,3305.57,18.38
2017-11-30,3317.19,3328.64,3340.92,3306.28,15.66
2017-12-01,3317.62,3315.11,3324.52,3302.44,13.92
2017-12-04,3309.62,3310.38,3324.0,3304.1,14.81
2017-12-05,3303.68,3301.69,3315.74,3300.51,20.83
2017-12-06,3293.96,3291.31,3296.2,3254.61,15.16
2017-12-07,3272.05,3283.28,3291.28,3259.16,13.21
2017-12-08,3289.99,3264.48,3297.13,3258.76,13.32
2017-12-11,3322.2,3290.49,3322.67,3288.29,13.2
2017-12-12,3280.81,3320.31,3320.31,3280.33,12.46
2017-12-13,3303.04,3278.4,3304.01,3273.32,11.2
2017-12-14,3292.44,3302.93,3309.53,3282.57,12.05
2017-12-15,3266.14,3287.53,3287.53,3259.39,13.09
2017-12-18,3267.92,3268.03,3280.54,3254.18,12.07
2017-12-19,3296.54,3266.02,3296.94,3266.02,11.51
2017-12-20,3287.61,3296.74,3300.21,3276.12,13.77
2017-12-21,3300.06,3281.12,3309.22,3267.4,14.21
2017-12-22,3297.06,3297.69,3307.33,3293.44,12.4
2017-12-25,3280.46,3296.21,3312.3,3270.44,14.69
2017-12-26,3306.12,3277.84,3307.3,3274.33,14.24
2017-12-27,3275.78,3302.46,3307.08,3270.35,16.27
2017-12-28,3296.38,3272.29,3304.1,3263.73,17.54
2017-12-29,3307.17,3295.25,3308.22,3292.77,14.16
2018-01-02,3348.33,3314.03,3349.05,3314.03,20.23
2018-01-03,3369.11,3347.74,3379.92,3345.29,21.38
2018-01-04,3385.71,3371.0,3392.83,3365.3,20.7
2018-01-05,3391.75,3386.46,3402.07,3380.24,21.31
2018-01-08,3409.48,3391.55,3412.73,3384.56,23.62
2018-01-09,3413.9,3406.11,3417.23,3403.59,19.15
2018-01-10,3421.83,3414.11,3430.21,3398.84,20.91
2018-01-11,3425.34,3415.59,3426.48,3405.64,17.38
2018-01-12,3428.94,3423.88,3435.42,3417.98,17.41
2018-01-15,3410.49,3428.95,3442.5,3402.31,23.2
2018-01-16,3436.59,3403.47,3437.58,3401.96,21.15
2018-01-17,3444.67,3438.58,3465.2,3430.51,26.1
2018-01-18,3474.75,3449.88,3476.55,3448.79,22.0
2018-01-19,3487.86,3481.62,3498.43,3474.29,24.75
2018-01-22,3501.36,3476.99,3503.39,3475.67,21.75
2018-01-23,3546.5,3504.34,3547.22,3504.34,23.87
2018-01-24,3559.47,3553.48,3569.49,3527.11,25.3
2018-01-25,3548.31,3555.17,3571.48,3528.03,24.34
2018-01-26,3558.13,3535.49,3574.9,3534.2,22.27
2018-01-29,3523.0,3563.64,3587.03,3510.27,23.6
2018-01-30,3488.01,3511.5,3523.05,3484.66,18.64
2018-01-31,3480.83,3470.51,3495.45,3454.73,20.73
2018-02-01,3446.98,3478.67,3495.09,3424.42,26.05
2018-02-02,3462.08,3419.22,3463.16,3388.86,20.81
2018-02-05,3487.5,3411.67,3487.72,3406.24,21.77
2018-02-06,3370.65,3418.01,3440.12,3364.22,28.06
2018-02-07,3309.26,3412.74,3425.54,3304.01,26.09
2018-02-08,3262.05,3281.05,3307.16,3225.71,20.13
2018-02-09,3129.85,3172.85,3180.11,3062.74,25.64
2018-02-12,3154.13,3128.37,3168.13,3113.61,15.33
2018-02-13,3184.96,3176.11,3219.22,3176.11,15.15
2018-02-14,3199.16,3188.25,3203.5,3171.38,10.03
2018-02-22,3268.56,3237.57,3269.92,3234.12,13.87
2018-02-23,3289.02,3275.43,3294.13,3258.49,14.58
2018-02-26,3329.57,3307.3,3335.99,3281.61,18.86
2018-02-27,3292.07,3328.67,3328.67,3284.63,17.42
2018-02-28,3259.41,3264.06,3277.83,3239.84,15.1
2018-03-01,3273.75,3235.09,3280.15,3228.58,15.91
2018-03-02,3254.53,3248.45,3269.94,3242.27,15.09
2018-03-05,3256.93,3255.87,3269.4,3236.72,14.48
2018-03-06,3289.64,3266.49,3290.25,3243.65,19.54
2018-03-07,3271.67,3288.86,3308.41,3264.76,16.87
2018-03-08,3288.41,3268.35,3289.5,3261.55,14.98
2018-03-09,3307.17,3291.43,3309.72,3283.56,16.84
2018-03-12,3326.7,3319.21,3333.56,3313.56,20.65
2018-03-13,3310.24,3324.12,3333.88,3307.38,17.71
2018-03-14,3291.38,3298.67,3304.98,3287.36,15.75
2018-03-15,3291.11,3277.51,3297.1,3273.2,14.86
2018-03-16,3269.88,3290.21,3300.57,3269.28,14.12
2018-03-19,3279.25,3264.93,3280.57,3251.05,13.8
2018-03-20,3290.64,3257.22,3292.57,3252.43,13.99
2018-03-21,3280.95,3299.73,3314.21,3268.88,16.84
2018-03-22,3263.48,3281.26,3288.8,3242.76,15.04
2018-03-23,3152.76,3172.77,3188.24,3110.66,27.55
2018-03-26,3133.72,3117.32,3134.28,3091.46,18.64
2018-03-27,3166.65,3164.8,3172.78,3143.57,18.91
2018-03-28,3122.29,3130.57,3165.21,3117.53,16.35
2018-03-29,3160.53,3127.26,3174.51,3098.25,17.03
2018-03-30,3168.9,3161.79,3177.72,3152.89,15.46
2018-04-02,3163.18,3169.78,3192.34,3159.99,17.77
2018-04-03,3136.63,3130.01,3144.33,3119.13,15.22
2018-04-04,3131.11,3147.05,3163.34,3128.87,14.7
2018-04-09,3138.29,3125.44,3146.09,3110.3,13.96
2018-04-10,3190.32,3144.26,3190.65,3139.08,16.82
2018-04-11,3208.08,3197.37,3220.85,3191.59,17.59
2018-04-12,3180.16,3203.28,3205.25,3177.05,14.82
2018-04-13,3159.05,3192.04,3197.9,3155.51,12.76
2018-04-16,3110.65,3152.89,3153.11,3096.1,15.44
2018-04-17,3066.8,3112.97,3118.76,3064.03,14.72
2018-04-18,3091.4,3091.91,3096.89,3041.62,15.93
2018-04-19,3117.38,3094.27,3127.44,3090.29,16.01
2018-04-20,3071.54,3105.46,3111.17,3065.92,15.51
2018-04-23,3068.01,3063.44,3085.06,3045.94,13.17
2018-04-24,3128.93,3069.75,3136.04,3069.75,16.23
2018-04-25,3117.97,3112.4,3122.91,3107.0,12.73
2018-04-26,3075.03,3119.5,3121.93,3067.93,13.4
2018-04-27,3082.23,3082.41,3088.03,3049.91,13.12
2018-05-02,3081.18,3087.41,3097.6,3064.76,13.42
2018-05-03,3100.86,3074.52,3105.66,3056.16,14.0
2018-05-04,3091.03,3093.12,3104.09,3086.78,11.87
2018-05-07,3136.64,3094.9,3136.84,3091.66,13.89
2018-05-08,3161.5,3135.3,3169.7,3134.06,14.69
2018-05-09,3159.15,3160.14,3165.37,3145.66,12.26
2018-05-10,3174.41,3169.05,3176.14,3155.53,13.3
2018-05-11,3163.26,3179.8,3180.76,3162.21,13.07
2018-05-14,3174.03,3167.04,3183.82,3163.48,12.93
2018-05-15,3192.12,3180.42,3192.81,3164.52,12.45
2018-05-16,3169.57,3180.23,3191.95,3166.81,13.05
2018-05-17,3154.28,3170.01,3172.77,3148.62,11.4
2018-05-18,3193.3,3151.08,3193.45,3144.78,13.65
2018-05-21,3213.84,3206.18,3219.74,3203.34,16.45
2018-05-22,3214.35,3211.25,3214.59,3192.23,14.43
2018-05-23,3168.96,3205.44,3205.44,3168.96,15.78
2018-05-24,3154.65,3167.94,3173.53,3152.07,12.41
2018-05-25,3141.3,3148.41,3156.73,3131.07,12.86
2018-05-28,3135.08,3136.81,3149.66,3115.96,12.88
2018-05-29,3120.46,3129.62,3143.21,3112.15,13.57
2018-05-30,3041.44,3081.14,3085.4,3041.0,15.51
2018-05-31,3095.47,3061.83,3098.08,3054.27,14.05
2018-06-01,3075.14,3084.75,3102.09,3059.79,12.99
2018-06-04,3091.19,3083.43,3098.4,3076.99,11.46
2018-06-05,3114.21,3088.01,3114.77,3080.05,11.87
2018-06-06,3115.18,3109.17,3117.53,3103.53,12.02
2018-06-07,3109.5,3121.18,3128.72,3105.58,12.78
2018-06-08,3067.15,3100.6,3100.68,3053.29,13.47
2018-06-11,3052.78,3057.34,3063.61,3037.91,10.86
2018-06-12,3079.8,3053.03,3081.45,3034.1,11.33
2018-06-13,3049.8,3071.46,3071.46,3044.12,11.96
2018-06-14,3044.16,3038.07,3066.05,3032.41,11.55
2018-06-15,3021.9,3037.45,3048.8,3008.73,14.45
2018-06-19,2907.82,2982.65,2984.97,2871.35,23.06
2018-06-20,2915.73,2889.98,2925.56,2872.16,14.43
2018-06-21,2875.81,2912.0,2940.59,2872.62,15.44
2018-06-22,2889.76,2855.58,2891.97,2837.14,12.61
2018-06-25,2859.34,2903.45,2908.62,2857.87,12.19
2018-06-26,2844.51,2829.99,2850.24,2803.79,12.59
2018-06-27,2813.18,2842.4,2854.26,2798.8,12.94
2018-06-28,2786.9,2799.9,2825.99,2782.45,11.84
2018-06-29,2847.42,2789.81,2848.37,2782.38,12.57
2018-07-02,2775.56,2841.58,2845.68,2756.82,13.7
2018-07-03,2786.89,2774.57,2786.89,2722.45,14.25
2018-07-04,2759.13,2776.63,2793.18,2754.16,12.33
2018-07-05,2733.88,2755.34,2777.52,2727.94,12.92
2018-07-06,2747.23,2731.35,2768.87,2691.02,13.63
2018-07-09,2815.11,2752.45,2815.79,2752.45,12.15
2018-07-10,2827.63,2819.71,2828.49,2800.63,11.71
2018-07-11,2777.77,2780.7,2794.36,2752.43,12.68
2018-07-12,2837.66,2771.04,2844.19,2771.04,14.7
2018-07-13,2831.18,2831.43,2835.46,2818.85,11.77
2018-07-16,2814.04,2827.08,2837.51,2804.49,10.78
2018-07-17,2798.13,2806.89,2806.92,2774.76,10.54
2018-07-18,2787.26,2801.78,2818.4,2786.04,12.1
2018-07-19,2772.55,2791.02,2805.01,2764.49,11.45
2018-07-20,2829.27,2769.75,2837.86,2753.84,14.59
2018-07-23,2859.54,2815.2,2863.57,2809.62,17.34
2018-07-24,2905.56,2862.27,2911.46,2862.27,22.96
2018-07-25,2903.65,2911.45,2912.31,2894.04,16.78
2018-07-26,2882.23,2905.79,2915.3,2875.7,16.84
2018-07-27,2873.59,2879.69,2889.69,2864.11,14.64
2018-07-30,2869.05,2871.94,2896.01,2850.3,15.17
2018-07-31,2876.4,2866.9,2884.68,2854.32,11.89
2018-08-01,2824.53,2882.51,2897.4,2823.93,14.95
2018-08-02,2768.02,2815.34,2815.34,2726.48,17.42
2018-08-03,2740.44,2763.4,2777.66,2740.43,12.7
2018-08-06,2705.16,2736.53,2760.47,2692.32,12.98
2018-08-07,2779.37,2711.74,2779.37,2696.04,14.96
2018-08-08,2744.07,2771.13,2779.91,2741.07,14.77
2018-08-09,2794.38,2729.58,2801.66,2726.22,15.17
2018-08-10,2795.31,2791.4,2806.11,2777.51,12.15
2018-08-13,2785.87,2769.02,2789.8,2742.56,12.75
2018-08-14,2780.96,2780.74,2789.44,2766.57,10.96
2018-08-15,2723.26,2777.25,2777.7,2721.24,11.62
2018-08-16,2705.19,2691.43,2732.95,2672.74,12.03
2018-08-17,2668.97,2723.89,2730.33,2665.59,11.24
2018-08-20,2698.47,2673.07,2698.47,2653.11,11.08
2018-08-21,2733.83,2700.34,2739.17,2696.29,11.36
2018-08-22,2714.61,2731.96,2731.96,2709.06,9.37
2018-08-23,2724.62,2714.87,2736.01,2700.8,9.84
